image_id,abs_image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,Dry_Green_g,Dry_Dead_g,Dry_Clover_g,GDM_g,Dry_Total_g
ID193102215,../../csiro-biomass/train/ID193102215.jpg,2015/4/1,NSW,Lucerne,0.66,32.0,22.8,0.0,0.0,22.8,22.8
ID1946311744,../../csiro-biomass/train/ID1946311744.jpg,2015/9/29,Vic,Ryegrass_Clover,0.83,8.0,40.3989,2.8017,28.5594,68.9583,71.76
ID194823383,../../csiro-biomass/train/ID194823383.jpg,2015/7/8,WA,Clover,0.66,3.0,20.8,0.0,4.91,25.71,25.71
ID1948354837,../../csiro-biomass/train/ID1948354837.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.63,5.0,19.0341,14.4659,0.0,19.0341,33.5
ID1952813879,../../csiro-biomass/train/ID1952813879.jpg,2015/6/26,Vic,Ryegrass,0.68,3.5,3.525,8.225,0.5875,4.1125,12.3375
ID1953171547,../../csiro-biomass/train/ID1953171547.jpg,2015/9/4,Tas,Ryegrass_Clover,0.44,5.5,15.989,58.7479,0.692,16.681,75.4289
ID1953218650,../../csiro-biomass/train/ID1953218650.jpg,2015/11/10,Tas,Ryegrass_Clover,0.5,3.1667,6.7,5.2,3.8,10.5,15.7
ID1954669045,../../csiro-biomass/train/ID1954669045.jpg,2015/6/30,Vic,Phalaris_Clover,0.78,2.8,18.772,10.469,6.859,25.631,36.1
ID1962197151,../../csiro-biomass/train/ID1962197151.jpg,2015/4/1,NSW,Lucerne,0.72,35.0,22.0,0.0,0.0,22.0,22.0
ID1962379474,../../csiro-biomass/train/ID1962379474.jpg,2015/11/10,Tas,Ryegrass_Clover,0.55,5.1667,17.341,40.1734,1.4451,18.7861,58.9595
ID1963715583,../../csiro-biomass/train/ID1963715583.jpg,2015/7/8,WA,Clover,0.16,1.0,0.7,0.0,0.34,1.04,1.04
ID196516535,../../csiro-biomass/train/ID196516535.jpg,2015/5/18,Tas,Ryegrass,0.45,3.0,9.0231,24.8461,0.5231,9.5462,34.3923
ID1970522802,../../csiro-biomass/train/ID1970522802.jpg,2015/5/7,NSW,Fescue,0.55,4.0,32.8911,13.5089,0.0,32.8911,46.4
ID1976436386,../../csiro-biomass/train/ID1976436386.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.52,6.0,26.6742,25.2703,7.9555,34.6297,59.9
ID1980675327,../../csiro-biomass/train/ID1980675327.jpg,2015/6/26,Tas,Ryegrass_Clover,0.59,1.0,14.7312,9.0024,2.6598,17.391,26.3934
ID1982662138,../../csiro-biomass/train/ID1982662138.jpg,2015/4/1,NSW,Lucerne,0.79,33.0,35.9406,1.1594,0.0,35.9406,37.1
ID1988033238,../../csiro-biomass/train/ID1988033238.jpg,2015/8/18,Vic,Phalaris_Clover,0.76,3.2,21.1479,12.4718,4.8803,26.0282,38.5
ID1989506559,../../csiro-biomass/train/ID1989506559.jpg,2015/11/10,Tas,Ryegrass_Clover,0.8,4.3333,28.377,8.1077,15.202,43.579,51.6867
ID1993907137,../../csiro-biomass/train/ID1993907137.jpg,2015/5/18,Tas,Ryegrass,0.5,3.0,15.9528,12.8356,0.1834,16.1362,28.9718
ID1997244125,../../csiro-biomass/train/ID1997244125.jpg,2015/6/26,Tas,Ryegrass_Clover,0.4,3.0,4.1536,46.0672,0.0,4.1536,50.2208
ID2002797732,../../csiro-biomass/train/ID2002797732.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,2.0,9.35,3.3,0.55,9.9,13.2
ID2003438517,../../csiro-biomass/train/ID2003438517.jpg,2015/7/2,Vic,Ryegrass_Clover,0.74,4.0,13.52,2.08,5.2,18.72,20.8
ID2006686196,../../csiro-biomass/train/ID2006686196.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.46,9.3333,28.0419,38.8581,0.0,28.0419,66.9
ID2010625680,../../csiro-biomass/train/ID2010625680.jpg,2015/7/8,WA,Clover,0.75,3.0,5.0589,0.0,37.5911,42.65,42.65
ID2014192906,../../csiro-biomass/train/ID2014192906.jpg,2015/6/26,Vic,Ryegrass,0.63,3.0,3.0,7.0,0.5,3.5,10.1912
ID2030696575,../../csiro-biomass/train/ID2030696575.jpg,2015/11/9,Tas,Clover,0.31,1.1667,1.6,2.6,2.1,3.7,6.3
ID2037861084,../../csiro-biomass/train/ID2037861084.jpg,2015/6/30,Vic,Phalaris_Clover,0.77,3.8,28.6831,12.2169,0.0,28.6831,40.9
ID2048645043,../../csiro-biomass/train/ID2048645043.jpg,2015/6/26,Vic,Ryegrass,0.76,4.0,10.4651,11.5116,4.186,14.6512,26.1628
ID2052442675,../../csiro-biomass/train/ID2052442675.jpg,2015/5/19,Tas,Ryegrass_Clover,0.43,2.0,14.5,2.7,0.0,14.5,17.2
ID2052993274,../../csiro-biomass/train/ID2052993274.jpg,2015/2/24,NSW,Phalaris,0.66,32.0,103.6236,1.7764,0.0,103.6236,105.4
ID2053315094,../../csiro-biomass/train/ID2053315094.jpg,2015/2/25,NSW,Fescue,0.57,12.0,50.8889,17.8111,0.0,50.8889,68.7
ID2056023629,../../csiro-biomass/train/ID2056023629.jpg,2015/2/25,NSW,Fescue,0.68,12.0,57.6643,25.1357,0.0,57.6643,82.8
ID2056982009,../../csiro-biomass/train/ID2056982009.jpg,2015/9/29,Vic,Ryegrass_Clover,0.72,3.0,30.8534,1.5598,4.0868,34.9402,36.5
ID2069766023,../../csiro-biomass/train/ID2069766023.jpg,2015/6/26,Tas,Ryegrass_Clover,0.44,5.0,6.1907,32.7742,1.8208,8.0115,40.7857
ID2086966681,../../csiro-biomass/train/ID2086966681.jpg,2015/6/29,Tas,WhiteClover,0.57,3.0,1.7557,30.7245,3.804,5.5597,36.2842
ID2089023774,../../csiro-biomass/train/ID2089023774.jpg,2015/9/29,Vic,Ryegrass_Clover,0.81,5.0,33.4869,1.3042,17.5189,51.0058,52.31
ID2091439402,../../csiro-biomass/train/ID2091439402.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.82,3.5,22.4712,4.9327,1.0962,23.5673,28.5
ID2096636211,../../csiro-biomass/train/ID2096636211.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.38,2.8,11.4,32.2,2.6,14.0,46.2
ID2099464826,../../csiro-biomass/train/ID2099464826.jpg,2015/10/6,NSW,Fescue,0.65,10.6667,69.52,25.28,0.0,69.52,94.8
ID2099742797,../../csiro-biomass/train/ID2099742797.jpg,2015/7/2,Vic,Ryegrass_Clover,0.75,2.0,15.18,1.38,4.14,19.32,20.7
ID210865340,../../csiro-biomass/train/ID210865340.jpg,2015/7/1,Tas,Ryegrass,0.67,4.0,12.9966,9.0731,0.0,12.9966,22.0697
ID212206250,../../csiro-biomass/train/ID212206250.jpg,2015/7/8,WA,Clover,0.3,1.0,2.4,0.0,7.32,9.72,9.72
ID212206832,../../csiro-biomass/train/ID212206832.jpg,2015/6/26,Vic,Ryegrass,0.75,3.0,5.6924,13.3262,0.7014,6.3938,19.72
ID2125100696,../../csiro-biomass/train/ID2125100696.jpg,2015/8/14,Vic,Phalaris_Clover,0.8,5.0,34.6182,4.9455,14.8364,49.4545,54.4
ID2131261930,../../csiro-biomass/train/ID2131261930.jpg,2015/11/9,Tas,Ryegrass_Clover,0.73,4.5,31.4721,42.7122,6.744,38.2161,80.9283
ID21377800,../../csiro-biomass/train/ID21377800.jpg,2015/6/26,Tas,Ryegrass_Clover,0.59,4.0,9.1208,28.3224,0.48,9.6008,37.9232
ID2145635095,../../csiro-biomass/train/ID2145635095.jpg,2015/7/1,Tas,Ryegrass,0.73,6.0,22.7022,17.5621,0.0,22.7022,40.2643
ID227847873,../../csiro-biomass/train/ID227847873.jpg,2015/9/29,Vic,Ryegrass_Clover,0.71,3.0,23.9377,7.5836,8.6387,32.5764,40.16
ID230058600,../../csiro-biomass/train/ID230058600.jpg,2015/8/21,WA,Clover,0.67,3.0,0.0,0.0,46.83,46.83,46.83
ID249042826,../../csiro-biomass/train/ID249042826.jpg,2015/9/4,Tas,Clover,0.53,2.8333,1.8,3.8769,10.6616,12.4615,16.3385
ID257822026,../../csiro-biomass/train/ID257822026.jpg,2015/11/10,Tas,Ryegrass_Clover,0.59,7.1667,24.0,58.125,0.0,24.0,82.125
ID290369222,../../csiro-biomass/train/ID290369222.jpg,2015/5/18,Tas,Ryegrass,0.85,8.0,40.8478,11.4741,0.0,40.8478,52.3219
ID294150104,../../csiro-biomass/train/ID294150104.jpg,2015/9/29,Vic,Ryegrass_Clover,0.78,3.0,20.5855,3.167,13.9876,34.573,37.74
ID307060225,../../csiro-biomass/train/ID307060225.jpg,2015/6/26,Tas,Ryegrass_Clover,0.53,2.0,14.2453,15.6092,0.3031,14.5484,30.1575
ID315357834,../../csiro-biomass/train/ID315357834.jpg,2015/7/1,Tas,Ryegrass,0.83,6.0,27.2448,5.7792,0.0,27.2448,33.024
ID317990700,../../csiro-biomass/train/ID317990700.jpg,2015/9/4,Tas,Ryegrass_Clover,0.75,5.5,27.5062,38.1288,0.0,27.5062,65.635
ID325799913,../../csiro-biomass/train/ID325799913.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.37,3.2,11.3527,19.2502,2.797,14.1498,33.4
ID332742639,../../csiro-biomass/train/ID332742639.jpg,2015/8/18,Vic,Phalaris_Clover,0.77,2.5,19.9924,3.3949,6.4127,26.4051,29.8
ID342818398,../../csiro-biomass/train/ID342818398.jpg,2015/9/29,Vic,Ryegrass_Clover,0.72,3.0,13.8948,3.1815,24.0237,37.9185,41.1
ID344618040,../../csiro-biomass/train/ID344618040.jpg,2015/5/18,Tas,Ryegrass,0.6,4.0,14.9081,6.7327,0.0,14.9081,21.6408
ID353424190,../../csiro-biomass/train/ID353424190.jpg,2015/2/25,NSW,Fescue,0.41,6.0,22.7857,6.2143,0.0,22.7857,29.0
ID353997899,../../csiro-biomass/train/ID353997899.jpg,2015/6/30,Vic,Phalaris_Clover,0.68,3.0,7.8492,35.7574,9.5934,17.4426,53.2
ID354528442,../../csiro-biomass/train/ID354528442.jpg,2015/2/24,NSW,Ryegrass,0.68,10.0,56.4923,8.3077,0.0,56.4923,64.8
ID363069566,../../csiro-biomass/train/ID363069566.jpg,2015/5/19,Tas,Ryegrass_Clover,0.68,3.0,12.5,5.5,0.2,12.7,18.2
ID364856705,../../csiro-biomass/train/ID364856705.jpg,2015/9/3,Tas,Ryegrass_Clover,0.85,3.3333,34.0871,4.6064,2.7638,36.8509,41.4573
ID380752847,../../csiro-biomass/train/ID380752847.jpg,2015/9/1,WA,Ryegrass,0.81,14.0,58.98,0.0,0.0,58.98,58.98
ID383231615,../../csiro-biomass/train/ID383231615.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.86,4.0,24.7245,5.7057,3.1698,27.8943,33.6
ID384648061,../../csiro-biomass/train/ID384648061.jpg,2015/10/6,NSW,Fescue,0.85,14.6667,157.9836,27.7164,0.0,157.9836,185.7
ID386216505,../../csiro-biomass/train/ID386216505.jpg,2015/8/14,Vic,Phalaris_Clover,0.63,4.0,21.4667,7.6667,3.0667,24.5333,32.2
ID397994621,../../csiro-biomass/train/ID397994621.jpg,2015/5/7,NSW,Fescue,0.86,9.0,81.0,0.0,0.0,81.0,81.0
ID407646960,../../csiro-biomass/train/ID407646960.jpg,2015/2/25,NSW,Fescue,0.59,11.0,71.9138,35.5862,0.0,71.9138,107.5
ID40849327,../../csiro-biomass/train/ID40849327.jpg,2015/8/21,WA,Clover,0.81,4.0,0.0,0.0,51.97,51.97,51.97
ID415656958,../../csiro-biomass/train/ID415656958.jpg,2015/6/26,Vic,Ryegrass,0.71,4.0,4.8182,11.2424,1.0707,5.8889,17.1313
ID423506847,../../csiro-biomass/train/ID423506847.jpg,2015/8/18,Vic,Phalaris_Clover,0.84,5.0,43.2143,10.8036,0.9821,44.1964,55.0
ID429799190,../../csiro-biomass/train/ID429799190.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.44,4.5,16.9645,21.8114,5.9241,22.8886,44.7
ID431471530,../../csiro-biomass/train/ID431471530.jpg,2015/4/1,NSW,Lucerne,0.78,32.0,45.5236,1.2764,0.0,45.5236,46.8
ID443091455,../../csiro-biomass/train/ID443091455.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.66,4.6667,26.2547,11.9858,22.2594,48.5142,60.5
ID4464212,../../csiro-biomass/train/ID4464212.jpg,2015/5/18,Tas,Ryegrass,0.87,6.0,28.4103,8.1172,2.3192,30.7295,38.8467
ID471758347,../../csiro-biomass/train/ID471758347.jpg,2015/8/14,Vic,Phalaris_Clover,0.74,6.0,26.5778,3.3222,0.0,26.5778,29.9
ID473494649,../../csiro-biomass/train/ID473494649.jpg,2015/9/1,WA,SubcloverDalkeith,0.54,1.0,0.0,0.0,10.88,10.88,10.88
ID475010202,../../csiro-biomass/train/ID475010202.jpg,2015/9/1,WA,SubcloverLosa,0.71,1.0,0.0,0.0,36.76,36.76,36.76
ID482555369,../../csiro-biomass/train/ID482555369.jpg,2015/7/1,Tas,Ryegrass,0.34,3.0,2.5,15.9,0.0,2.5,18.4
ID48303557,../../csiro-biomass/train/ID48303557.jpg,2015/6/26,Tas,Ryegrass_Clover,0.8,4.0,60.0887,13.2399,0.0,60.0887,73.3286
ID488873801,../../csiro-biomass/train/ID488873801.jpg,2015/6/26,Tas,Ryegrass_Clover,0.62,2.0,22.9088,8.3076,0.7552,23.664,31.9716
ID490139972,../../csiro-biomass/train/ID490139972.jpg,2015/5/18,Tas,Ryegrass,0.79,9.0,35.9864,9.9537,0.0,35.9864,45.9401
ID498304885,../../csiro-biomass/train/ID498304885.jpg,2015/5/7,NSW,Lucerne,0.67,24.0,22.4868,7.4132,0.0,22.4868,29.9
ID50027657,../../csiro-biomass/train/ID50027657.jpg,2015/8/14,Vic,Phalaris_Clover,0.76,4.0,39.8357,3.6214,7.2429,47.0786,50.7
ID520514019,../../csiro-biomass/train/ID520514019.jpg,2015/7/2,Vic,Ryegrass_Clover,0.73,3.0,14.3391,3.3739,1.687,16.0261,19.4
ID528010569,../../csiro-biomass/train/ID528010569.jpg,2015/8/18,Vic,Phalaris_Clover,0.85,3.8,30.8508,7.1746,7.1746,38.0254,45.2
ID529933668,../../csiro-biomass/train/ID529933668.jpg,2015/8/18,Vic,Phalaris_Clover,0.82,6.3,39.3556,7.2286,4.0159,43.3714,50.6
ID534966093,../../csiro-biomass/train/ID534966093.jpg,2015/8/14,Vic,Ryegrass_Clover,0.75,4.0,26.7273,7.6364,7.6364,34.3636,42.0
ID54128926,../../csiro-biomass/train/ID54128926.jpg,2015/11/10,Tas,Ryegrass_Clover,0.77,6.8333,39.1446,24.4653,0.0,39.1446,63.6099
ID544444725,../../csiro-biomass/train/ID544444725.jpg,2015/10/6,NSW,Fescue,0.59,13.0,60.9225,44.5775,0.0,60.9225,105.5
ID545360459,../../csiro-biomass/train/ID545360459.jpg,2015/9/1,WA,Ryegrass,0.71,10.0,47.73,0.0,0.0,47.73,47.73
ID550623196,../../csiro-biomass/train/ID550623196.jpg,2015/9/3,Tas,Ryegrass_Clover,0.67,1.5,15.9684,4.1107,1.581,17.5494,21.6601
ID552040066,../../csiro-biomass/train/ID552040066.jpg,2015/2/24,NSW,Phalaris,0.37,7.0,24.108,6.592,0.0,24.108,30.7
ID554314721,../../csiro-biomass/train/ID554314721.jpg,2015/1/15,NSW,Lucerne,0.69,49.0,50.9,2.7,0.0,50.9,53.6
ID560946727,../../csiro-biomass/train/ID560946727.jpg,2015/9/11,Tas,Ryegrass,0.74,3.6667,21.0896,13.0842,0.0,21.0896,34.1738
ID566966892,../../csiro-biomass/train/ID566966892.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,3.0,15.5429,3.8857,0.9714,16.5143,20.4
ID567744300,../../csiro-biomass/train/ID567744300.jpg,2015/9/3,Tas,Ryegrass_Clover,0.57,2.3333,20.6355,2.1953,0.0,20.6355,22.8308
ID572336285,../../csiro-biomass/train/ID572336285.jpg,2015/11/9,Tas,Ryegrass_Clover,0.68,3.0,18.8913,26.1571,22.5242,41.4155,67.5726
ID574213894,../../csiro-biomass/train/ID574213894.jpg,2015/11/10,Tas,Ryegrass_Clover,0.88,8.0,25.6561,28.8632,31.2684,56.9246,85.7877
ID576137678,../../csiro-biomass/train/ID576137678.jpg,2015/7/1,Tas,Ryegrass,0.59,4.0,12.6389,33.0159,0.0,12.6389,45.6548
ID576621307,../../csiro-biomass/train/ID576621307.jpg,2015/1/15,NSW,Lucerne,0.73,63.0,60.2,2.4,0.0,60.2,62.6
ID577112774,../../csiro-biomass/train/ID577112774.jpg,2015/9/1,WA,SubcloverDalkeith,0.49,1.0,0.0,0.0,10.23,10.23,10.23
ID587125778,../../csiro-biomass/train/ID587125778.jpg,2015/6/29,Tas,WhiteClover,0.54,2.0,1.6364,25.3648,4.0911,5.7275,31.0923
ID588120964,../../csiro-biomass/train/ID588120964.jpg,2015/10/6,NSW,Fescue,0.68,17.6667,83.9254,35.1746,0.0,83.9254,119.1
ID600602588,../../csiro-biomass/train/ID600602588.jpg,2015/8/14,Vic,Phalaris_Clover,0.73,4.0,33.7778,2.1111,2.1111,35.8889,38.0
ID605134229,../../csiro-biomass/train/ID605134229.jpg,2015/6/26,Tas,Ryegrass_Clover,0.63,2.0,3.3755,3.6166,3.6166,6.9921,10.6087
ID610397481,../../csiro-biomass/train/ID610397481.jpg,2015/7/8,WA,Clover,0.62,1.0,3.0787,0.0,20.6513,23.73,23.73
ID617132135,../../csiro-biomass/train/ID617132135.jpg,2015/5/19,Tas,Ryegrass_Clover,0.47,3.0,11.1,4.7,0.8,11.9,16.6
ID61833032,../../csiro-biomass/train/ID61833032.jpg,2015/6/30,Vic,Phalaris_Clover,0.8,4.8,41.4877,19.6123,0.0,41.4877,61.1
ID6269659,../../csiro-biomass/train/ID6269659.jpg,2015/11/9,Tas,Clover,0.75,4.8333,2.3346,16.3424,35.9533,38.2879,54.6304
ID629980789,../../csiro-biomass/train/ID629980789.jpg,2015/7/1,Vic,Phalaris_Clover,0.77,6.0,36.9586,8.0345,1.6069,38.5655,46.6
ID633775166,../../csiro-biomass/train/ID633775166.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.36,4.3,7.8111,23.277,2.812,10.623,33.9
ID638711343,../../csiro-biomass/train/ID638711343.jpg,2015/5/18,Tas,Ryegrass,0.76,7.0,31.3284,4.3212,0.0,31.3285,35.6496
ID656251220,../../csiro-biomass/train/ID656251220.jpg,2015/9/11,Tas,Ryegrass,0.58,2.8333,6.3606,5.3961,3.7538,10.1143,15.5104
ID657448172,../../csiro-biomass/train/ID657448172.jpg,2015/6/29,Tas,WhiteClover,0.39,1.0,0.2,2.9,1.6,1.8,4.7
ID661372352,../../csiro-biomass/train/ID661372352.jpg,2015/7/8,WA,Clover,0.26,1.0,10.4,0.0,0.0,10.4,10.4
ID661817669,../../csiro-biomass/train/ID661817669.jpg,2015/7/1,Vic,Phalaris_Clover,0.7,3.0,23.3231,13.1192,1.4577,24.7808,37.9
ID663006174,../../csiro-biomass/train/ID663006174.jpg,2015/1/15,NSW,Lucerne,0.66,49.0,44.6,5.8,0.0,44.6,50.4
ID667059550,../../csiro-biomass/train/ID667059550.jpg,2015/8/14,Vic,Phalaris_Clover,0.79,9.0,52.9941,8.1529,8.1529,61.1471,69.3
ID668330410,../../csiro-biomass/train/ID668330410.jpg,2015/9/11,Tas,Ryegrass,0.82,5.3333,28.9181,19.0828,0.0,28.9181,48.0009
ID668475812,../../csiro-biomass/train/ID668475812.jpg,2015/5/7,NSW,Lucerne,0.78,42.0,34.0699,52.9301,0.0,34.0699,87.0
ID670276799,../../csiro-biomass/train/ID670276799.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.66,6.0,21.9057,23.1943,0.0,21.9057,45.1
ID679913293,../../csiro-biomass/train/ID679913293.jpg,2015/6/26,Tas,Ryegrass_Clover,0.53,3.0,6.6526,14.3782,0.2146,6.8672,21.2454
ID681680726,../../csiro-biomass/train/ID681680726.jpg,2015/8/21,WA,Clover,0.66,1.0,0.0,0.0,45.85,45.85,45.85
ID684062938,../../csiro-biomass/train/ID684062938.jpg,2015/10/6,NSW,Fescue,0.6,14.3333,73.0137,33.5863,0.0,73.0137,106.6
ID684383343,../../csiro-biomass/train/ID684383343.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.48,4.5,19.2877,16.7719,11.7404,31.0281,47.8
ID686797154,../../csiro-biomass/train/ID686797154.jpg,2015/9/3,Tas,Ryegrass_Clover,0.8,2.5,23.6424,5.2539,3.5026,27.145,32.3988
ID697059386,../../csiro-biomass/train/ID697059386.jpg,2015/6/29,Tas,WhiteClover,0.67,2.0,0.769,7.8827,10.9589,11.728,19.6107
ID697718693,../../csiro-biomass/train/ID697718693.jpg,2015/8/21,WA,Clover,0.81,4.0,0.0,0.0,58.88,58.88,58.88
ID698608346,../../csiro-biomass/train/ID698608346.jpg,2015/2/25,NSW,Fescue,0.55,8.0,38.5191,19.8809,0.0,38.5191,58.4
ID706288721,../../csiro-biomass/train/ID706288721.jpg,2015/7/1,Tas,Ryegrass,0.8,7.0,27.0782,8.8161,0.0,27.0781,35.8943
ID710341728,../../csiro-biomass/train/ID710341728.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.84,11.0,53.5191,7.9809,0.0,53.5191,61.5
ID71885430,../../csiro-biomass/train/ID71885430.jpg,2015/2/25,NSW,Fescue,0.68,18.0,79.834,18.566,0.0,79.834,98.4
ID72895391,../../csiro-biomass/train/ID72895391.jpg,2015/7/2,Vic,Ryegrass_Clover,0.7,2.0,8.94,3.9733,1.9867,10.9267,14.9
ID740402124,../../csiro-biomass/train/ID740402124.jpg,2015/9/30,Vic,Phalaris_Clover,0.76,8.0,40.0708,6.3568,18.1624,58.2332,64.59
ID742198710,../../csiro-biomass/train/ID742198710.jpg,2015/5/18,Tas,Ryegrass,0.83,10.0,40.1485,13.8443,0.0,40.1485,53.9928
ID743847993,../../csiro-biomass/train/ID743847993.jpg,2015/6/30,Vic,Phalaris_Clover,0.81,4.6,32.5622,17.6378,0.0,32.5622,50.2
ID746335827,../../csiro-biomass/train/ID746335827.jpg,2015/10/6,NSW,Fescue,0.75,24.3333,112.8397,53.2603,0.0,112.8397,166.1
ID748979397,../../csiro-biomass/train/ID748979397.jpg,2015/11/9,Tas,Clover,0.77,3.8333,0.0,18.1125,43.2687,43.2687,61.3813
ID750820644,../../csiro-biomass/train/ID750820644.jpg,2015/5/18,Tas,Ryegrass,0.74,5.0,28.2559,38.9588,0.0,28.2558,67.2147
ID751517087,../../csiro-biomass/train/ID751517087.jpg,2015/8/18,Vic,Phalaris_Clover,0.86,5.2,43.02,11.95,16.73,59.75,71.7
ID753699705,../../csiro-biomass/train/ID753699705.jpg,2015/2/24,NSW,Ryegrass,0.74,13.0,72.6459,8.1541,0.0,72.6459,80.8
ID755710743,../../csiro-biomass/train/ID755710743.jpg,2015/9/11,Tas,Ryegrass,0.67,2.0,8.4829,8.2099,2.1841,10.667,18.877
ID761508093,../../csiro-biomass/train/ID761508093.jpg,2015/6/26,Vic,Mixed,0.66,4.0,20.5333,30.8,0.0,20.5333,51.3333
ID779628955,../../csiro-biomass/train/ID779628955.jpg,2015/9/1,WA,SubcloverLosa,0.79,1.0,0.0,0.0,47.32,47.32,47.32
ID7850481,../../csiro-biomass/train/ID7850481.jpg,2015/9/1,WA,SubcloverLosa,0.69,1.0,0.0,0.0,19.57,19.57,19.57
ID786365141,../../csiro-biomass/train/ID786365141.jpg,2015/5/18,Tas,Ryegrass,0.41,3.0,6.8,3.3,0.0,6.8,10.1
ID789169173,../../csiro-biomass/train/ID789169173.jpg,2015/4/1,NSW,Lucerne,0.86,37.0,77.8736,1.2264,0.0,77.8736,79.1
ID793526563,../../csiro-biomass/train/ID793526563.jpg,2015/9/29,Vic,Ryegrass_Clover,0.82,18.0,86.0889,4.5597,16.7414,102.8303,107.39
ID797502182,../../csiro-biomass/train/ID797502182.jpg,2015/7/1,Tas,Ryegrass,0.43,3.0,6.9746,12.6079,0.0,6.9746,19.5825
ID799079114,../../csiro-biomass/train/ID799079114.jpg,2015/7/1,Tas,Ryegrass,0.53,4.0,8.0022,19.7501,0.0,8.0022,27.7523
ID802547515,../../csiro-biomass/train/ID802547515.jpg,2015/5/19,Tas,Ryegrass_Clover,0.74,4.0,18.9629,14.5984,0.7525,19.7154,34.3138
ID803479541,../../csiro-biomass/train/ID803479541.jpg,2015/6/26,Tas,Ryegrass_Clover,0.55,2.0,16.2479,22.5374,1.0483,17.2961,39.8335
ID808079729,../../csiro-biomass/train/ID808079729.jpg,2015/9/3,Tas,Ryegrass_Clover,0.77,2.8333,22.1574,8.5464,5.6976,27.855,36.4014
ID808093827,../../csiro-biomass/train/ID808093827.jpg,2015/11/10,Tas,Ryegrass_Clover,0.9,4.3333,25.2988,6.4251,19.6769,44.9757,51.4008
ID8209776,../../csiro-biomass/train/ID8209776.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.8,3.0,12.0333,14.108,9.9586,21.992,36.1
ID828217731,../../csiro-biomass/train/ID828217731.jpg,2015/6/26,Vic,Ryegrass,0.69,3.5,4.7865,8.7753,0.7978,5.5843,14.3596
ID839432753,../../csiro-biomass/train/ID839432753.jpg,2015/9/4,Tas,Clover,0.77,3.6667,2.4108,2.7552,24.7968,27.2076,29.9628
ID846154859,../../csiro-biomass/train/ID846154859.jpg,2015/9/4,Tas,Clover,0.62,2.8333,0.919,7.8112,16.5413,17.4603,25.2715
ID846984946,../../csiro-biomass/train/ID846984946.jpg,2015/11/9,Tas,Ryegrass_Clover,0.3,1.1667,0.6,8.0,8.4,9.0,17.0
ID853954911,../../csiro-biomass/train/ID853954911.jpg,2015/6/26,Vic,Ryegrass,0.85,6.0,23.0,26.0,0.0,23.0,49.0
ID866684633,../../csiro-biomass/train/ID866684633.jpg,2015/7/8,WA,Clover,0.59,1.0,6.4772,0.0,25.4228,31.9,31.9
ID871463897,../../csiro-biomass/train/ID871463897.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.79,12.0,59.7472,19.3547,10.0981,69.8453,89.2
ID875119737,../../csiro-biomass/train/ID875119737.jpg,2015/8/14,Vic,Ryegrass_Clover,0.72,4.0,23.2,5.8,5.8,29.0,34.8
ID885388135,../../csiro-biomass/train/ID885388135.jpg,2015/7/2,Vic,Ryegrass_Clover,0.7,4.0,18.6588,4.3059,1.4353,20.0941,24.4
ID896386823,../../csiro-biomass/train/ID896386823.jpg,2015/9/11,Tas,Ryegrass,0.64,3.6667,12.9541,19.7543,2.0794,15.0335,34.7878
ID900012207,../../csiro-biomass/train/ID900012207.jpg,2015/2/24,NSW,Ryegrass,0.58,11.0,36.7522,28.0478,0.0,36.7522,64.8
ID905397692,../../csiro-biomass/train/ID905397692.jpg,2015/9/30,Vic,Phalaris_Clover,0.84,13.0,36.2016,6.1407,30.9177,67.1193,73.26
ID908524512,../../csiro-biomass/train/ID908524512.jpg,2015/11/10,Tas,Ryegrass_Clover,0.78,3.1667,17.4087,4.2957,11.3043,28.713,33.0087
ID914754166,../../csiro-biomass/train/ID914754166.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.37,2.5,9.3392,14.6759,5.4849,14.8241,29.5
